hour,time_of_day,day_of_week,is_weekend,event_category,scheduled_event,time_until_event_min,location,energy_level,phone_battery_pct,tasks_pending,last_meal_hours_ago,last_break_minutes_ago,weather,focus_score,fuel_level_pct,has_unread_email,messages_pending,last_media,is_night,suggestion_name,suggestion_label
16,afternoon,2,0,health,doctor_appointment,143,home,46.8,38.8,0,0.26,11.7,clear,17.3,43.4,0,2,podcast,0,no_action,7
23,night,4,0,none,none,999,outside,93.7,100.0,6,0.21,165.5,clear,89.5,20.7,0,0,none,1,wind_down,22
12,afternoon,3,0,school,lecture,75,school,35.2,52.0,8,1.19,135.0,fog,56.0,86.2,0,4,podcast,0,study_for_class,18
21,night,1,0,social,dinner,159,restaurant,60.9,49.1,9,0.44,68.2,rain,27.7,46.4,0,0,music,1,no_action,7
17,evening,6,1,none,none,999,outside,92.8,76.6,6,6.64,84.2,clear,32.8,87.5,1,0,none,0,eat_something,1
4,night,2,0,school,lecture,90,school,58.9,84.4,4,0.36,152.7,clear,57.0,72.3,0,2,none,1,study_for_class,18
19,evening,2,0,health,doctor_appointment,150,home,44.8,52.8,4,1.63,45.3,clear,46.1,69.5,1,3,podcast,0,no_action,7
20,evening,4,0,work,focus_work,133,work,10.2,50.1,2,0.16,32.1,clear,84.2,40.3,0,3,music,0,no_action,7
23,night,5,1,none,none,999,home,98.5,33.6,9,0.02,98.1,rain,90.9,100.0,1,1,music,1,wind_down,22
15,afternoon,6,1,none,none,999,home,38.7,68.5,0,0.9,150.9,fog,88.1,70.6,0,1,music,0,social_suggestion,16
20,evening,4,0,none,none,999,home,71.9,85.4,6,3.42,129.8,rain,9.9,67.5,0,5,music,0,wind_down,22
9,morning,2,0,social,date,149,home,52.6,77.8,7,0.38,161.5,clear,90.0,100.0,0,2,podcast,0,no_action,7
18,evening,6,1,social,friends_hangout,90,home,55.9,49.1,6,0.56,153.6,fog,41.5,30.9,1,0,podcast,0,no_action,7
14,afternoon,2,0,none,none,999,outside,60.7,67.2,5,2.6,162.8,clear,99.5,60.4,0,1,music,0,focus_session,5
3,night,6,1,none,none,999,outside,95.9,66.1,10,0.96,43.8,rain,97.6,98.1,0,2,none,1,no_action,7
5,morning,0,0,none,none,999,home,38.9,100.0,2,7.28,1.2,snow,74.0,94.8,1,1,music,1,eat_something,1
17,evening,0,0,work,deadline,123,work,56.3,98.5,10,2.7,95.1,snow,87.0,87.9,0,4,none,0,take_break,20
21,night,1,0,work,team_meeting,178,work,28.8,60.3,9,0.51,121.3,clear,72.4,54.4,0,4,music,1,take_break,20
17,evening,4,0,work,deadline,90,work,73.3,57.2,10,1.61,78.2,rain,27.5,62.6,0,1,none,0,no_action,7
1,night,1,0,none,none,999,home,59.1,52.6,8,1.51,166.0,clear,5.4,62.1,0,3,music,1,no_action,7
6,morning,5,1,none,none,999,home,71.6,100.0,9,1.99,178.9,snow,64.5,46.1,0,2,music,0,exercise_suggestion,2
13,afternoon,6,1,social,friends_hangout,19,commuting,74.0,82.3,10,3.61,24.5,clear,73.5,85.9,1,5,podcast,0,suggest_repeat_action,19
21,night,4,0,work,team_meeting,121,work,21.2,100.0,2,0.88,158.3,clear,61.4,71.7,0,2,none,1,take_break,20
3,night,3,0,none,none,999,home,81.9,39.7,8,0.87,33.6,clear,68.2,57.7,1,4,music,1,no_action,7
22,night,2,0,none,none,999,outside,93.8,36.0,1,3.52,146.0,clear,77.2,44.1,0,0,music,1,wind_down,22
2,night,2,0,none,none,999,home,60.6,100.0,4,2.05,85.0,snow,5.1,71.0,0,3,none,1,no_action,7
0,night,6,1,none,none,999,home,99.4,73.3,8,0.45,111.1,clear,32.5,51.3,0,2,podcast,1,no_action,7
2,night,0,0,none,none,999,outside,30.8,61.0,8,2.92,139.8,clear,71.7,77.7,0,2,podcast,1,sleep_suggestion,15
0,night,0,0,none,none,999,home,88.6,49.2,1,5.41,47.8,fog,2.3,77.6,1,2,none,1,no_action,7
10,morning,3,0,none,none,999,outside,28.2,74.2,0,0.02,143.1,rain,45.5,60.3,1,2,podcast,0,read_email_alert,12
11,morning,5,1,none,none,999,outside,27.1,91.0,10,3.3,7.4,rain,2.9,15.0,0,3,podcast,0,no_action,7
19,evening,5,1,social,friends_hangout,173,home,76.9,67.5,9,0.48,135.8,clear,59.9,46.9,1,4,none,0,no_action,7
0,night,6,1,social,date,52,outside,17.0,60.6,7,6.67,161.4,clear,76.7,67.2,1,1,none,1,sleep_suggestion,15
23,night,5,1,none,none,999,home,37.4,65.5,2,2.77,38.0,clear,7.5,17.6,0,1,none,1,sleep_suggestion,15
4,night,5,1,social,family_time,154,home,21.5,92.9,1,1.91,57.5,fog,44.1,62.4,0,5,music,1,sleep_suggestion,15
7,morning,2,0,school,assignment_due,141,school,61.4,75.0,10,1.11,1.4,clear,9.7,63.2,0,5,none,0,no_action,7
23,night,4,0,none,none,999,home,28.8,54.7,3,3.1,114.1,fog,42.8,75.4,0,1,none,1,sleep_suggestion,15
2,night,0,0,none,none,999,home,80.5,58.2,7,1.07,160.1,clear,44.8,59.2,0,5,none,1,no_action,7
9,morning,5,1,none,none,999,outside,15.2,58.8,10,0.54,111.8,clear,72.0,66.5,0,1,none,0,no_action,7
0,night,2,0,none,none,999,home,97.6,62.7,5,1.49,129.5,clear,64.6,37.4,0,1,none,1,no_action,7
15,afternoon,5,1,none,none,999,home,50.7,70.3,4,1.25,6.7,snow,41.9,100.0,0,5,none,0,social_suggestion,16
3,night,1,0,none,none,999,outside,25.2,92.5,2,0.67,91.1,clear,40.1,5.0,1,2,podcast,1,sleep_suggestion,15
6,morning,1,0,work,focus_work,-2,commuting,56.6,79.0,2,0.58,66.9,clear,29.0,86.4,0,4,music,0,play_music,9
18,evening,4,0,work,deadline,37,work,29.2,58.7,5,3.13,100.7,rain,12.6,79.6,0,3,music,0,take_break,20
1,night,6,1,health,gym,25,gym,81.9,100.0,2,0.44,116.9,fog,17.0,53.0,0,4,none,1,no_action,7
11,morning,1,0,work,deadline,50,work,33.1,83.1,4,3.39,66.1,clear,22.6,66.9,0,2,none,0,no_action,7
6,morning,4,0,work,focus_work,112,work,75.1,97.2,9,0.13,167.4,clear,67.3,45.4,0,3,music,0,take_break,20
9,morning,0,0,school,study_session,-1,commuting,66.9,70.5,3,0.0,66.6,clear,6.4,73.0,1,0,music,0,play_music,9
10,morning,1,0,none,none,999,home,90.0,82.3,0,2.14,8.6,clear,43.3,24.1,1,0,none,0,read_email_alert,12
9,morning,0,0,work,team_meeting,-5,commuting,41.8,50.1,4,2.9,171.0,rain,83.2,48.4,0,5,podcast,0,play_podcast,10
22,night,1,0,none,none,999,home,19.7,85.8,5,8.91,28.6,clear,96.0,65.0,1,4,podcast,1,eat_something,1
17,evening,0,0,none,none,999,outside,73.3,69.5,1,7.25,15.3,clear,76.5,42.5,0,4,podcast,0,eat_something,1
1,night,6,1,none,none,999,outside,15.6,60.5,2,2.75,80.6,fog,97.5,52.4,1,0,none,1,sleep_suggestion,15
23,night,4,0,none,none,999,outside,66.7,24.8,0,9.42,103.3,clear,99.8,79.8,1,5,podcast,1,eat_something,1
0,night,5,1,none,none,999,home,97.0,86.2,7,5.25,112.0,fog,35.5,76.6,1,5,music,1,no_action,7
13,afternoon,0,0,school,lecture,62,school,12.9,98.8,0,0.36,165.9,clear,60.5,73.8,0,2,podcast,0,study_for_class,18
4,night,5,1,none,none,999,home,31.5,81.4,5,2.81,141.0,clear,12.1,100.0,0,3,none,1,sleep_suggestion,15
7,morning,3,0,school,lecture,177,school,71.7,89.6,5,2.55,152.7,clear,83.3,78.3,0,2,music,0,take_break,20
7,morning,3,0,health,medication_reminder,145,home,33.4,94.8,9,0.91,179.5,rain,3.9,73.5,0,5,music,0,no_action,7
12,afternoon,4,0,school,assignment_due,67,school,73.8,85.4,9,2.63,98.5,rain,10.1,100.0,1,1,none,0,take_break,20
13,afternoon,2,0,none,none,999,outside,10.5,100.0,9,0.09,90.1,clear,9.9,46.4,1,1,podcast,0,read_email_alert,12
11,morning,5,1,health,therapy,48,home,83.7,33.3,9,0.43,52.4,clear,2.6,90.3,1,4,music,0,no_action,7
0,night,1,0,none,none,999,outside,14.3,61.3,1,0.54,133.6,clear,8.9,75.3,0,2,music,1,sleep_suggestion,15
5,morning,0,0,none,none,999,outside,26.5,100.0,3,0.7,90.4,clear,16.4,47.0,0,5,none,1,no_action,7
8,morning,6,1,social,dinner,-3,restaurant,66.9,86.5,10,0.01,92.8,rain,57.5,82.7,0,3,none,0,no_action,7
21,night,0,0,work,focus_work,110,work,82.9,94.6,1,0.7,8.3,snow,21.4,74.0,0,1,none,1,no_action,7
1,night,3,0,none,none,999,outside,26.8,100.0,2,0.33,55.4,clear,85.0,45.8,1,4,none,1,sleep_suggestion,15
0,night,2,0,none,none,999,home,36.7,49.7,9,1.35,18.2,clear,25.9,100.0,0,3,podcast,1,sleep_suggestion,15
12,afternoon,3,0,work,team_meeting,114,work,37.2,26.6,5,2.63,18.0,clear,3.5,41.9,0,1,none,0,no_action,7
20,evening,4,0,school,assignment_due,136,school,70.2,57.8,6,0.16,147.0,rain,64.7,36.4,0,2,podcast,0,take_break,20
8,morning,1,0,work,team_meeting,35,commuting,79.3,100.0,0,1.94,71.9,clear,26.1,5.0,0,0,none,0,find_gas_station,3
4,night,6,1,none,none,999,home,99.4,33.9,9,2.13,126.6,clear,50.4,89.8,0,1,podcast,1,no_action,7
10,morning,0,0,school,assignment_due,110,school,11.6,82.6,7,0.64,159.5,rain,75.0,59.6,0,3,podcast,0,take_break,20
9,morning,0,0,work,focus_work,96,work,30.1,77.8,6,3.13,111.3,snow,44.0,56.5,0,2,none,0,take_break,20
22,night,6,1,none,none,999,outside,20.8,79.3,4,0.57,172.4,rain,89.1,56.4,0,0,none,1,wind_down,22
3,night,1,0,school,study_session,179,school,99.4,56.9,2,0.51,156.5,clear,87.2,47.4,1,4,music,1,take_break,20
9,morning,2,0,health,medication_reminder,136,home,19.5,55.8,1,1.62,163.3,fog,24.9,26.5,0,3,none,0,no_action,7
0,night,6,1,school,exam,80,school,30.7,63.8,5,10.0,53.0,snow,93.0,46.9,1,0,podcast,1,sleep_suggestion,15
2,night,6,1,none,none,999,outside,37.6,98.5,2,4.23,25.8,clear,13.5,43.8,0,5,podcast,1,sleep_suggestion,15
20,evening,5,1,social,dinner,110,restaurant,97.5,37.6,2,0.73,107.8,clear,59.7,26.7,1,0,none,0,no_action,7
9,morning,1,0,work,presentation,53,commuting,78.4,56.1,10,0.04,11.5,clear,15.5,29.8,0,4,podcast,0,play_podcast,10
5,morning,4,0,social,family_time,69,home,92.4,100.0,10,0.62,12.9,fog,66.0,20.2,0,1,music,1,no_action,7
5,morning,1,0,none,none,999,home,33.6,100.0,4,5.63,24.8,fog,64.1,74.9,0,3,music,1,no_action,7
13,afternoon,4,0,work,deadline,144,work,55.0,100.0,8,3.73,86.9,rain,55.4,64.1,0,1,music,0,no_action,7
17,evening,5,1,health,doctor_appointment,21,outside,13.4,100.0,6,0.91,174.2,clear,26.2,17.0,0,0,music,0,start_commute,17
4,night,5,1,none,none,999,outside,25.7,81.2,8,2.56,55.3,rain,40.4,33.8,0,0,podcast,1,sleep_suggestion,15
8,morning,2,0,health,gym,46,gym,34.9,51.7,7,2.37,32.5,clear,30.5,78.1,1,5,music,0,no_action,7
8,morning,0,0,work,focus_work,-12,commuting,89.5,61.9,10,0.85,8.1,clear,53.3,13.4,0,3,podcast,0,find_gas_station,3
14,afternoon,2,0,work,focus_work,96,work,35.5,40.5,10,3.58,96.4,fog,54.5,57.2,1,0,music,0,take_break,20
10,morning,2,0,health,gym,89,gym,67.4,90.8,6,0.19,25.6,fog,44.2,75.7,1,1,podcast,0,no_action,7
9,morning,4,0,work,deadline,167,work,47.5,67.1,3,1.89,164.9,clear,78.6,75.1,0,5,none,0,take_break,20
8,morning,2,0,social,friends_hangout,-24,commuting,21.9,82.8,0,0.34,36.3,clear,45.0,50.3,0,3,music,0,send_late_message,13
2,night,4,0,none,none,999,home,28.3,64.5,4,0.56,44.7,clear,87.9,66.5,0,0,none,1,sleep_suggestion,15
18,evening,5,1,social,dinner,-16,restaurant,35.9,80.6,0,0.68,20.6,clear,45.8,30.3,0,3,podcast,0,send_late_message,13
11,morning,2,0,work,focus_work,54,work,60.7,85.8,3,7.9,2.4,snow,87.8,40.0,1,2,music,0,eat_something,1
11,morning,0,0,work,focus_work,39,work,50.8,58.8,6,0.27,76.2,rain,11.7,46.0,1,5,podcast,0,no_action,7
18,evening,6,1,none,none,999,outside,43.0,50.5,8,1.44,60.7,clear,54.0,80.5,0,5,music,0,social_suggestion,16
10,morning,0,0,work,focus_work,77,work,71.5,85.4,9,0.96,106.3,rain,50.1,71.8,0,1,none,0,take_break,20
9,morning,3,0,school,exam,92,school,76.6,84.8,2,0.9,0.6,fog,63.1,86.6,0,1,none,0,study_for_class,18
9,morning,4,0,work,deadline,23,commuting,99.3,87.3,5,0.19,85.2,clear,27.8,22.0,1,0,music,0,play_music,9
18,evening,6,1,none,none,999,home,59.5,86.0,5,1.03,6.1,rain,57.2,25.0,0,5,none,0,social_suggestion,16
15,afternoon,6,1,health,therapy,-27,commuting,78.5,70.4,0,0.2,149.9,clear,68.2,62.6,0,3,music,0,suggest_repeat_action,19
10,morning,2,0,school,exam,136,school,62.8,39.9,4,0.91,125.1,clear,25.0,80.7,1,2,none,0,take_break,20
8,morning,5,1,none,none,999,outside,97.7,55.2,2,4.08,11.6,clear,10.8,86.1,0,1,podcast,0,exercise_suggestion,2
22,night,5,1,work,presentation,7,work,79.7,70.6,9,1.79,26.0,fog,69.6,85.7,0,1,podcast,1,prepare_for_meeting,11
13,afternoon,3,0,school,assignment_due,24,school,52.0,70.7,8,0.21,88.9,snow,95.8,12.8,1,0,none,0,no_action,7
3,night,6,1,none,none,999,outside,98.0,81.4,9,1.36,108.0,clear,13.1,95.2,1,3,none,1,no_action,7
4,night,4,0,none,none,999,home,40.0,74.1,9,3.21,77.5,clear,21.7,78.9,0,2,music,1,sleep_suggestion,15
18,evening,4,0,health,therapy,0,commuting,84.7,66.8,0,1.04,54.5,fog,24.0,100.0,0,5,music,0,find_parking,4
15,afternoon,5,1,social,dinner,3,restaurant,74.9,98.2,3,1.17,60.1,clear,83.4,37.9,1,2,none,0,no_action,7
1,night,0,0,social,date,107,home,92.8,9.8,8,1.04,107.3,clear,69.4,85.5,0,0,music,1,charge_phone,0
0,night,1,0,work,deadline,148,work,90.5,41.2,1,3.78,137.7,clear,6.8,73.8,0,5,podcast,1,take_break,20
4,night,6,1,none,none,999,home,12.0,67.2,2,4.85,127.2,rain,9.0,52.6,0,2,podcast,1,sleep_suggestion,15
21,night,0,0,none,none,999,outside,93.3,34.4,4,0.88,113.5,fog,94.9,100.0,0,4,music,1,wind_down,22
4,night,5,1,school,study_session,90,school,19.5,73.8,0,1.6,129.8,clear,75.5,59.2,1,4,podcast,1,sleep_suggestion,15
2,night,3,0,none,none,999,home,48.9,31.4,1,6.96,47.3,snow,78.3,100.0,0,4,none,1,eat_something,1
6,morning,0,0,school,study_session,-28,commuting,53.5,72.9,4,3.8,153.0,rain,92.6,73.6,0,4,podcast,0,send_late_message,13
23,night,5,1,social,dinner,72,restaurant,35.2,43.8,7,0.81,172.5,clear,75.0,66.5,0,5,none,1,sleep_suggestion,15
9,morning,3,0,none,none,999,home,85.6,100.0,0,0.85,64.3,rain,31.9,45.2,0,1,music,0,exercise_suggestion,2
19,evening,2,0,none,none,999,home,78.4,88.8,0,0.68,3.0,snow,73.4,61.2,0,5,music,0,exercise_suggestion,2
6,morning,0,0,school,exam,111,school,37.2,55.5,7,2.11,138.8,clear,37.7,61.0,0,4,podcast,0,study_for_class,18
22,night,4,0,none,none,999,outside,38.8,36.9,5,0.36,146.8,fog,96.6,53.5,1,1,podcast,1,wind_down,22
4,night,4,0,none,none,999,home,97.0,55.1,0,0.04,116.7,clear,44.1,84.3,0,4,podcast,1,no_action,7
14,afternoon,1,0,school,exam,138,school,76.6,79.7,7,0.4,136.2,clear,22.0,54.9,0,3,music,0,take_break,20
1,night,2,0,none,none,999,home,47.2,36.8,8,1.8,124.2,clear,40.8,52.9,0,2,music,1,no_action,7
20,evening,1,0,work,presentation,162,work,49.3,77.0,10,2.11,28.7,fog,26.8,89.4,0,1,music,0,no_action,7
2,night,4,0,none,none,999,home,50.7,88.4,10,1.38,62.7,rain,86.1,59.1,0,5,podcast,1,no_action,7
14,afternoon,2,0,school,study_session,114,school,90.5,78.5,1,0.4,3.9,clear,77.5,42.5,0,4,podcast,0,study_for_class,18
9,morning,0,0,health,therapy,84,home,59.9,80.5,1,0.13,123.9,clear,85.3,83.8,0,0,podcast,0,no_action,7
1,night,4,0,none,none,999,home,47.1,42.4,10,0.64,66.1,clear,18.0,78.5,0,3,none,1,no_action,7
9,morning,5,1,none,none,999,home,18.2,44.7,7,2.85,154.5,clear,6.0,58.7,0,0,podcast,0,no_action,7
17,evening,4,0,health,doctor_appointment,22,home,96.3,32.2,3,2.6,61.4,fog,25.6,48.4,0,1,podcast,0,start_commute,17
5,morning,5,1,work,presentation,143,work,13.6,79.2,1,1.69,167.2,snow,73.5,59.8,0,4,none,1,take_break,20
15,afternoon,1,0,social,dinner,74,restaurant,58.5,81.1,3,2.57,144.7,rain,96.4,93.1,0,0,none,0,no_action,7
14,afternoon,5,1,none,none,999,home,41.2,69.1,9,4.04,144.7,rain,10.3,38.0,0,4,none,0,social_suggestion,16
8,morning,3,0,work,presentation,110,work,37.4,92.5,9,3.01,143.6,clear,55.9,82.1,0,3,music,0,take_break,20
19,evening,4,0,social,dinner,20,restaurant,73.7,78.4,1,9.39,107.4,clear,33.1,27.7,0,3,none,0,eat_something,1
14,afternoon,1,0,health,therapy,133,home,42.2,89.3,3,1.81,104.7,rain,40.2,71.7,0,0,podcast,0,no_action,7
15,afternoon,3,0,work,team_meeting,77,work,40.1,73.6,7,2.04,135.1,rain,75.7,66.9,1,1,music,0,take_break,20
8,morning,6,1,social,dinner,81,restaurant,19.5,64.2,9,0.21,100.1,rain,63.8,80.3,0,0,music,0,no_action,7
14,afternoon,4,0,none,none,999,outside,92.1,84.5,6,7.02,147.3,clear,70.6,100.0,0,3,podcast,0,eat_something,1
2,night,1,0,none,none,999,home,11.0,96.0,3,1.33,136.4,clear,9.9,64.5,0,3,music,1,sleep_suggestion,15
9,morning,4,0,school,assignment_due,30,commuting,92.8,60.4,0,2.15,82.1,clear,4.3,47.5,0,1,podcast,0,play_podcast,10
10,morning,0,0,work,focus_work,46,work,20.6,66.6,10,3.75,5.4,clear,59.8,67.4,0,2,podcast,0,no_action,7
2,night,4,0,none,none,999,home,17.1,68.9,1,0.9,61.7,clear,6.7,51.6,0,4,music,1,sleep_suggestion,15
3,night,5,1,none,none,999,home,42.0,62.4,6,3.55,175.3,rain,48.0,85.3,0,0,none,1,sleep_suggestion,15
12,afternoon,6,1,social,dinner,100,restaurant,24.6,77.5,3,2.08,163.4,clear,12.8,50.7,0,1,podcast,0,no_action,7
0,night,3,0,none,none,999,outside,46.5,66.6,8,0.35,78.1,clear,1.2,100.0,0,5,none,1,no_action,7
10,morning,6,1,none,none,999,home,39.8,76.2,1,1.06,175.7,fog,51.7,62.9,1,3,podcast,0,read_email_alert,12
4,night,4,0,none,none,999,home,25.0,37.8,8,2.13,127.9,clear,43.3,61.5,1,0,music,1,sleep_suggestion,15
10,morning,3,0,none,none,999,home,60.2,85.9,3,2.05,131.7,rain,6.8,100.0,0,0,none,0,no_action,7
6,morning,5,1,health,medication_reminder,16,commuting,12.9,78.9,1,0.51,176.2,rain,9.7,80.3,0,3,music,0,play_music,9
12,afternoon,4,0,school,assignment_due,-1,school,65.7,72.6,4,0.74,148.7,clear,5.2,54.7,0,2,music,0,take_break,20
15,afternoon,2,0,work,presentation,-12,work,40.7,81.0,7,1.79,10.5,clear,96.6,62.1,1,3,none,0,send_late_message,13
8,morning,6,1,none,none,999,home,28.0,71.0,9,3.69,91.0,rain,43.1,79.8,0,2,none,0,no_action,7
9,morning,2,0,school,exam,-18,commuting,34.8,94.1,3,0.02,132.7,clear,22.5,58.0,0,0,none,0,play_music,9
11,morning,3,0,work,team_meeting,86,work,94.7,53.3,8,3.01,164.9,clear,35.8,69.8,0,2,music,0,take_break,20
7,morning,1,0,school,exam,112,school,76.5,100.0,2,3.54,46.0,clear,36.8,66.6,1,4,none,0,study_for_class,18
9,morning,1,0,work,presentation,96,work,94.9,100.0,2,4.46,151.4,clear,87.6,67.1,0,5,podcast,0,take_break,20
19,evening,1,0,health,medication_reminder,72,home,14.5,45.6,1,1.32,70.5,rain,91.1,43.4,0,4,podcast,0,no_action,7
10,morning,6,1,social,friends_hangout,30,home,96.0,100.0,10,1.0,111.8,clear,80.6,100.0,0,3,music,0,start_commute,17
11,morning,4,0,work,team_meeting,40,work,39.7,35.5,7,1.74,128.1,rain,6.5,90.6,0,5,music,0,take_break,20
15,afternoon,4,0,work,deadline,133,work,71.1,100.0,6,2.2,154.1,fog,45.0,66.1,0,3,podcast,0,take_break,20
4,night,1,0,none,none,999,outside,54.4,100.0,3,2.13,178.1,rain,33.8,75.3,0,5,none,1,no_action,7
1,night,5,1,none,none,999,home,36.2,65.2,9,7.56,51.8,clear,42.5,70.3,0,1,music,1,sleep_suggestion,15
17,evening,2,0,health,therapy,67,home,46.6,48.1,7,2.01,11.3,clear,91.3,70.7,0,3,music,0,no_action,7
11,morning,4,0,school,exam,8,school,96.9,84.1,1,2.17,103.4,clear,98.6,71.1,0,1,none,0,take_break,20
22,night,3,0,none,none,999,home,49.5,95.7,0,0.91,59.1,clear,76.2,79.5,0,4,podcast,1,wind_down,22
5,morning,3,0,none,none,999,home,50.7,71.4,1,4.18,87.7,clear,6.4,65.7,0,4,none,1,no_action,7
12,afternoon,1,0,school,study_session,100,school,93.0,47.5,5,4.6,26.8,clear,98.2,65.3,0,3,none,0,study_for_class,18
13,afternoon,3,0,none,none,999,home,82.0,100.0,1,1.73,135.1,rain,51.2,63.5,0,0,none,0,exercise_suggestion,2
9,morning,4,0,school,lecture,153,school,45.8,100.0,7,0.86,91.9,clear,80.4,20.4,0,2,music,0,take_break,20
9,morning,3,0,work,team_meeting,86,work,39.2,100.0,5,0.4,55.2,clear,9.2,30.4,0,2,none,0,no_action,7
9,morning,6,1,none,none,999,home,74.6,66.6,0,0.05,141.3,rain,12.0,66.1,1,3,none,0,read_email_alert,12
1,night,5,1,social,friends_hangout,52,home,62.2,26.3,0,1.8,163.3,snow,0.3,82.6,0,2,none,1,no_action,7
8,morning,4,0,school,study_session,148,school,99.5,68.5,9,1.06,69.5,rain,67.5,41.9,0,4,music,0,no_action,7
5,morning,1,0,none,none,999,outside,24.8,50.9,5,0.18,0.2,clear,37.9,70.8,0,4,none,1,no_action,7
12,afternoon,5,1,none,none,999,home,28.9,97.2,6,4.63,145.0,fog,76.9,64.9,0,0,music,0,no_action,7
0,night,5,1,health,therapy,96,home,86.4,100.0,0,4.33,83.8,clear,26.8,54.9,0,5,music,1,no_action,7
4,night,2,0,none,none,999,home,42.2,81.4,0,3.45,65.2,rain,31.5,37.4,1,3,none,1,sleep_suggestion,15
15,afternoon,4,0,work,focus_work,88,work,39.6,100.0,5,3.63,43.4,fog,61.2,74.6,1,3,none,0,no_action,7
14,afternoon,5,1,health,gym,139,gym,86.6,61.5,6,6.93,125.0,clear,13.8,12.4,0,2,podcast,0,eat_something,1
3,night,5,1,none,none,999,home,59.5,65.1,0,0.7,1.6,rain,63.4,84.7,1,2,none,1,no_action,7
12,afternoon,2,0,social,date,137,home,49.3,90.1,10,0.88,177.6,clear,52.6,46.3,1,2,podcast,0,no_action,7
5,morning,4,0,none,none,999,outside,28.0,52.9,5,2.89,24.3,clear,37.6,76.5,0,1,none,1,no_action,7
23,night,6,1,none,none,999,outside,15.4,42.2,3,0.04,48.2,clear,77.8,75.7,0,2,music,1,sleep_suggestion,15
15,afternoon,6,1,health,therapy,176,home,14.0,70.7,7,3.94,78.3,clear,71.3,72.2,0,3,none,0,no_action,7
11,morning,2,0,social,family_time,178,home,65.7,63.7,6,2.62,175.5,clear,76.7,100.0,1,2,none,0,no_action,7
22,night,4,0,none,none,999,home,89.2,100.0,7,3.54,23.0,clear,33.4,76.8,1,0,podcast,1,wind_down,22
6,morning,2,0,none,none,999,home,24.7,77.2,3,0.51,32.3,rain,65.5,57.5,0,4,none,0,no_action,7
6,morning,3,0,school,assignment_due,0,commuting,86.7,77.5,5,0.23,47.9,clear,73.8,59.2,0,5,none,0,find_parking,4
20,evening,0,0,school,lecture,174,school,72.9,59.3,9,0.21,7.9,fog,99.2,34.8,1,3,podcast,0,no_action,7
1,night,2,0,social,date,95,outside,79.9,53.4,8,2.48,99.2,fog,69.9,97.2,1,4,podcast,1,no_action,7
13,afternoon,4,0,health,medication_reminder,114,outside,42.0,38.8,9,1.02,167.8,rain,0.1,57.2,0,4,podcast,0,no_action,7
10,morning,6,1,health,gym,35,gym,53.1,81.1,0,7.45,97.1,clear,48.1,69.4,0,0,music,0,eat_something,1
18,evening,2,0,work,focus_work,145,work,88.0,48.0,7,3.06,104.5,fog,29.6,61.6,0,3,none,0,take_break,20
3,night,3,0,school,assignment_due,111,school,84.8,89.1,10,3.12,99.6,rain,7.4,54.9,0,2,podcast,1,take_break,20
0,night,1,0,health,medication_reminder,24,home,56.2,78.8,9,2.08,72.9,clear,44.4,84.6,1,3,music,1,start_commute,17
20,evening,6,1,social,dinner,57,restaurant,23.0,94.2,1,0.68,172.1,clear,6.3,61.4,0,5,music,0,no_action,7
13,afternoon,4,0,work,team_meeting,89,work,38.5,74.8,6,3.29,131.9,clear,52.0,46.6,0,2,none,0,take_break,20
0,night,2,0,none,none,999,outside,86.8,72.5,10,0.17,10.1,clear,40.0,91.5,0,4,none,1,no_action,7
4,night,6,1,work,deadline,81,work,67.3,83.8,9,3.61,158.7,clear,19.4,82.2,0,4,music,1,take_break,20
19,evening,5,1,none,none,999,home,82.8,72.8,10,0.59,119.7,clear,17.3,67.0,0,2,none,0,focus_session,5
3,night,0,0,school,assignment_due,138,school,71.6,49.2,9,0.22,16.2,rain,96.4,63.1,1,1,podcast,1,no_action,7
4,night,5,1,none,none,999,outside,61.1,91.7,0,1.51,130.3,fog,99.5,64.4,0,5,music,1,no_action,7
0,night,5,1,school,study_session,165,school,47.7,98.6,0,0.26,38.7,clear,34.4,35.0,0,0,none,1,no_action,7
9,morning,3,0,none,none,999,outside,43.8,63.2,4,0.08,118.3,fog,46.0,96.9,0,5,music,0,no_action,7
5,morning,2,0,none,none,999,home,31.8,52.5,9,3.72,96.2,clear,26.6,57.7,0,3,none,1,no_action,7
5,morning,0,0,social,date,26,home,40.4,46.0,5,0.04,126.6,clear,12.5,47.8,0,0,podcast,1,start_commute,17
17,evening,3,0,health,doctor_appointment,-15,commuting,94.6,77.4,1,0.21,173.4,rain,91.3,56.4,0,0,music,0,suggest_repeat_action,19
7,morning,1,0,work,deadline,116,work,17.5,32.3,4,3.74,106.7,clear,14.4,59.5,0,3,none,0,take_break,20
8,morning,2,0,work,focus_work,176,work,30.2,63.8,7,1.06,129.5,clear,74.2,73.0,0,0,none,0,take_break,20
14,afternoon,3,0,work,deadline,-16,work,63.6,87.9,9,1.58,27.8,rain,72.4,36.9,0,1,music,0,send_late_message,13
3,night,6,1,none,none,999,outside,75.3,77.0,3,0.23,129.2,fog,65.5,67.3,0,4,none,1,no_action,7
0,night,5,1,none,none,999,home,54.6,76.5,0,0.57,169.7,snow,86.1,37.5,0,3,podcast,1,no_action,7
11,morning,0,0,work,presentation,115,work,57.8,50.5,3,2.99,85.6,snow,81.9,76.7,0,1,music,0,no_action,7
